编号,名称,类型,面积,结构,状态,价格,单位,出租时间,房间楼层,总楼层,朝向,独立卫生间,阳台,采暖,区域,交通,特色,位置,地址,详细连接
SHZR10059723_02,东方丽都3居室-北卧,合,9.8,3室1厅,,1490.0,月,年,02,6,北,无,无,,[宝山杨行] 1号线友谊西路,距离1号线友谊西路站819米,地铁10分钟;友家3.0 木棉,121.442154;31.391319,宝山杨行东方丽都19号楼19单元第02层0201,http://sh.ziroom.com/z/vr/60097195.html
SHZR91257572_03,凌兆新村（上浦路276弄）3居室-南卧,合,10.5,3室1厅,待租中,1790.0,月,年,03,6,南,无,无,,[浦东三林] 6号线灵岩南路,距离6号线灵岩南路站254米,地铁10分钟;友家3.0 木棉,121.500999;31.151380,浦东三林凌兆新村上浦路276弄12号楼12单元第03层0302,http://sh.ziroom.com/z/vr/60000024.html
SHZRGY081613114_02,浦发绿城3居室-北卧,合,10.1,3室1厅,待租中,1790.0,月,年,05,6,北,无,无,,[浦东三林] 11号线浦三路,,地铁10分钟;友家4.0 布丁,121.548636;31.156052,浦东浦发绿城西泰林路901弄104西泰林路901弄10405层0502,http://sh.ziroom.com/z/vr/60261277.html
SHMH28368938_02,新梅莘苑3居室-南卧,合,10.7,3室1厅,,1930.0,月,年,04,8,南,无,无,,[闵行莘庄] 5号线春申路,距离5号线春申路站609米,地铁10分钟;友家3.0 木棉,121.394358;31.109125,闵行莘庄新梅莘苑02号楼02单元第04层0402,http://sh.ziroom.com/z/vr/20022509.html
SHZR51791837_02,新凯城尚樱苑3居室-南卧,合,6.0,3室1厅,待租中,1090.0,月,年,15,18,南,无,无,,[松江泗泾] 9号线泗泾,距离9号线泗泾站1550米,地铁10分钟;友家3.0 木棉,121.250702;31.120740,松江新凯城尚樱苑030315层1502,http://sh.ziroom.com/z/vr/60020993.html
SHZRGY081613114_03,浦发绿城3居室-南卧,合,15.2,3室1厅,待租中,2190.0,月,年,05,6,南,无,有,,[浦东三林] 11号线浦三路,,地铁10分钟;独立阳台;友家4.0 木棉,121.548636;31.156052,浦东浦发绿城西泰林路901弄104西泰林路901弄10405层0502,http://sh.ziroom.com/z/vr/60261278.html
SHZR01489470_01,浦江世博家园九街坊3居室-南卧,合,13.86,3室1厅,待租中,1830.0,月,年,04,5,南,无,无,,[闵行浦江] 8号线联航路,,地铁10分钟;友家3.0 ,121.507945;31.081431,闵行浦江浦江世博家园九街坊03号楼03单元第04层0401,http://sh.ziroom.com/z/vr/60121104.html
SHZR01489470_03,浦江世博家园九街坊3居室-南卧,合,14.0,3室1厅,待租中,1790.0,月,年,04,5,南,无,无,,[闵行浦江] 8号线联航路,,地铁10分钟;友家3.0 ,121.507945;31.081431,闵行浦江浦江世博家园九街坊03号楼03单元第04层0401,http://sh.ziroom.com/z/vr/60121106.html
SHZRGY031611178_02,桃浦新家园4居室-南卧,合,14.91,4室1厅,待租中,2030.0,月,年,06,6,南,无,无,,[普陀桃浦] 11号线桃浦新村,,地铁10分钟;友家3.0 布丁,121.354170;31.294269,普陀桃浦新家园757506层0602,http://sh.ziroom.com/z/vr/60251447.html
SHZR66643395_03,三林世博家园（东书房路560弄）3居室-北卧,合,8.5,3室1厅,待租中,1830.0,月,年,04,17,北,无,无,,[浦东三林] 11号线浦三路,距离11号线浦三路站1300米,地铁10分钟;友家3.0 木棉,121.540090;31.168456,浦东三林三林世博家园东书房路560弄28号楼28单元第04层0401,http://sh.ziroom.com/z/vr/60040886.html
SHZRGY081613467_01,羽北小区3居室-南卧,合,11.2,3室1厅,装修配置中,3060.0,月,年,05,6,南,无,有,,[浦东洋泾] 6号线民生路,距离6号线民生路站320米,地铁10分钟;独立阳台;友家4.0 拿铁,121.553526;31.241646,浦东羽北小区巨野路482弄32巨野路482弄3205层0502,http://sh.ziroom.com/z/vr/60263169.html
SHZRGY031611178_05,桃浦新家园4居室-西卧,合,10.85,4室1厅,待租中,1790.0,月,年,06,6,西,无,无,,[普陀桃浦] 11号线桃浦新村,,地铁10分钟;友家3.0 布丁,121.354170;31.294269,普陀桃浦新家园757506层0602,http://sh.ziroom.com/z/vr/60251449.html
SHZR87597447_01,恒升大厦1居室-东,整,31.42,1室1厅,已下定,4390.0,月,年,03,25,东,有,无,,[黄浦蓬莱公园] 9号线陆家浜路,距离9号线陆家浜路站321米,地铁10分钟;独卫;木棉,121.488916;31.216788,黄浦蓬莱公园恒升大厦0B（陆家浜路1398号）号楼0B（陆家浜路1398号）单元第03层0308,http://sh.ziroom.com/z/vr/60030106.html
SHZRGZ071614707_01,永泰花苑2居室-南北,整,72.85,2室1厅,装修配置中,5450.0,月,年,08,11,南,无,有,,[浦东三林] 11号线三林,距离11号线三林站757米,地铁10分钟;独立阳台;整租1.0 ,121.524177;31.143716,浦东永泰花苑383808层0804,http://sh.ziroom.com/z/vr/60269200.html
SHZRGY081600008_03,阳明国际花苑4居室-北卧,合,12.4,4室1厅,待租中,1790.0,月,年,04,6,北,无,无,,[闵行莘庄] 1号线外环路,距离1号线外环路站1176米,地铁10分钟;友家4.0 拿铁,121.387234;31.127471,闵行阳明国际花苑水清路588弄18水清路588弄1804层0402,http://sh.ziroom.com/z/vr/60190311.html
SHZR58112861_02,誉品谷水湾5居室-南卧,合,21.0,5室1厅,待租中,2230.0,月,年,07,16,南,有,有,独立供暖,[松江松江大学城] 9号线松江大学城,距离9号线松江大学城站652米,地铁10分钟;独卫;独立阳台;友家3.0 木棉,121.232503;31.063333,松江松江大学城誉品谷水湾35号楼35单元第07层0702,http://sh.ziroom.com/z/vr/60100274.html
SHZR97727297_01,虹康花苑3居室-南卧,合,11.4,3室1厅,,2790.0,月,年,06,6,南,无,无,,[长宁北新泾] 2号线北新泾,距离2号线北新泾站646米,地铁10分钟;友家3.0 木棉,121.377889;31.216449,长宁北新泾虹康花苑三期133号楼133单元第06层0602,http://sh.ziroom.com/z/vr/60048230.html
SHSJ74740837_05,绿地蔷薇九里（公寓）5居室-西卧,合,15.23,5室1厅,待租中,1430.0,月,年,11,11,西,无,无,独立供暖,[松江松江大学城] 9号线松江大学城,,地铁10分钟;友家3.0 木棉,121.236356;31.064969,松江松江大学城绿地蔷薇九里（公寓）585号楼585单元第11层1103,http://sh.ziroom.com/z/vr/20033099.html
SHSJ74740837_03,绿地蔷薇九里（公寓）5居室-南卧,合,11.3,5室1厅,待租中,1560.0,月,年,11,11,南,无,无,独立供暖,[松江松江大学城] 9号线松江大学城,,地铁10分钟;友家3.0 木棉,121.236356;31.064969,松江松江大学城绿地蔷薇九里（公寓）585号楼585单元第11层1103,http://sh.ziroom.com/z/vr/20033098.html
SHZRGY081612084_02,东苑怡景园2居室-南卧,合,8.2,2室1厅,待租中,2090.0,月,年,05,18,南,无,无,,[闵行古美] 12号线东兰路,距离12号线东兰路站713米,地铁10分钟;友家4.0 米苏,121.404825;31.157183,闵行东苑怡景园020205层0504,http://sh.ziroom.com/z/vr/60255961.html
SHZR15257308_02,莲花公寓（闵行）5居室-南卧,合,12.0,5室1厅,待租中,2190.0,月,年,06,6,南,无,无,,[闵行古美] 12号线顾戴路,距离12号线顾戴路站729米,地铁10分钟;友家4.0 米苏,121.406562;31.148781,闵行莲花公寓（闵行）莲花路325弄35莲花路325弄3506层0602,http://sh.ziroom.com/z/vr/60178959.html
SHZR18038313_01,圣骊河滨苑3居室-南卧,合,11.3,3室1厅,待租中,2630.0,月,年,02,33,南,无,无,,[杨浦东外滩] 12号线江浦公园,距离12号线江浦公园站1007米,地铁10分钟;友家3.0 木棉,121.538372;31.263804,杨浦东外滩圣骊河滨苑龙江路317弄09号楼龙江路317弄09单元第02层0203,http://sh.ziroom.com/z/vr/60126074.html
SHZRGY081614085_03,宝景苑3居室-南卧,合,21.8,3室1厅,装修配置中,2460.0,月,年,08,11,南,无,有,,[宝山淞南] 3号线长江南路,距离3号线长江南路站1572米,地铁10分钟;独立阳台;友家4.0 木棉,121.483327;31.344402,宝山宝景苑303008层0802,http://sh.ziroom.com/z/vr/60265505.html
SHZRGZ071609805_01,田林十三村1居室-南,整,34.3,1室1厅,待租中,4330.0,月,年,04,6,南,无,有,,[徐汇田林] 9号线桂林路,距离9号线桂林路站503米,地铁10分钟;独立阳台;整租1.0 ,121.430626;31.179749,徐汇田林十三村242404层0404,http://sh.ziroom.com/z/vr/60243083.html
SHZR83251224_02,象源丽都3居室-南卧,合,10.94,3室1厅,待租中,2390.0,月,年,01,24,南,无,无,,[普陀长征] 13号线真北路,距离13号线真北路站533米,地铁10分钟;友家3.0 木棉,121.383696;31.241132,普陀长风象源丽都73号楼73单元第01层0102,http://sh.ziroom.com/z/vr/60011107.html
SHZRGY081614085_01,宝景苑3居室-南卧,合,14.3,3室1厅,装修配置中,2260.0,月,年,08,11,南,无,无,,[宝山淞南] 3号线长江南路,距离3号线长江南路站1572米,地铁10分钟;友家4.0 拿铁,121.483327;31.344402,宝山宝景苑303008层0802,http://sh.ziroom.com/z/vr/60265503.html
SHZR87406849_02,海东公寓3居室-北卧,合,9.99,3室1厅,待租中,1890.0,月,年,04,6,北,无,无,,[浦东北蔡] 7号线锦绣路,距离7号线锦绣路站696米,地铁10分钟;友家3.0 木棉,121.554052;31.191066,浦东北蔡海东公寓22号楼22单元第04层0401,http://sh.ziroom.com/z/vr/60102167.html
SHPDX64408305_01,锦绣华都3居室-南卧,合,12.3,3室2厅,,1930.0,月,年,07,18,南,无,无,,[浦东御桥] 16号线罗山路,距离16号线罗山路站994米,地铁10分钟;友家3.0 布丁,121.588835;31.159770,浦东新区三林锦绣华都31号楼31单元第07层0702,http://sh.ziroom.com/z/vr/20018074.html
SHPDX64408305_02,锦绣华都3居室-南卧,合,11.55,3室2厅,待租中,1790.0,月,年,07,18,南,无,无,,[浦东御桥] 11号线罗山路,距离11号线罗山路站994米,地铁10分钟;友家3.0 木棉,121.588835;31.159770,浦东新区三林锦绣华都31号楼31单元第07层0702,http://sh.ziroom.com/z/vr/20018075.html
SHHP19451539_01,海南西弄51弄1居室-南,整,22.04,1室1厅,待租中,3890.0,月,年,01,7,南,有,无,,[黄浦蓬莱公园] 4号线南浦大桥,距离4号线南浦大桥站330米,地铁10分钟;独卫;木棉,121.503703;31.216592,黄浦海南西弄51弄010101层0101,http://sh.ziroom.com/z/vr/20038794.html
SHZR84394029_01,九城湖滨国际4居室-南卧,合,19.0,4室1厅,待租中,2560.0,月,年,09,16,南,有,无,,[松江九亭] 9号线九亭,,地铁10分钟;独卫;友家3.0 木棉,121.325030;31.155467,松江九亭九城湖滨国际79号楼79单元第09层0901,http://sh.ziroom.com/z/vr/60072387.html
SHZR84394029_03,九城湖滨国际4居室-北卧,合,9.9,4室1厅,待租中,1790.0,月,年,09,16,北,无,无,,[松江九亭] 9号线九亭,,地铁10分钟;友家3.0 木棉,121.325030;31.155467,松江九亭九城湖滨国际79号楼79单元第09层0901,http://sh.ziroom.com/z/vr/60072389.html
SHZR96833860_01,枫树林景苑2居室-南卧,合,11.32,2室1厅,,1390.0,月,年,17,18,南,无,无,,[嘉定嘉定新城] 11号线马陆,距离11号线马陆站1497米,地铁10分钟;友家3.0 拿铁,121.281509;31.339035,嘉定嘉定新城封周路508弄08号楼08单元第17层1702,http://sh.ziroom.com/z/vr/316132.html
SHZRGY081613180_01,双城路2弄5居室-南卧,合,19.5,5室1厅,装修配置中,1990.0,月,年,01,5,南,无,有,,[宝山淞宝] 3号线水产路,距离3号线水产路站2219米,地铁10分钟;独立阳台;友家4.0 拿铁,121.512490;31.400413,宝山双城路2弄080801层0102,http://sh.ziroom.com/z/vr/60261693.html
SHZRGY081613180_02,双城路2弄5居室-南卧,合,14.2,5室1厅,装修配置中,1830.0,月,年,01,5,南,无,无,,[宝山淞宝] 3号线水产路,距离3号线水产路站2219米,地铁10分钟;友家4.0 米苏,121.512490;31.400413,宝山双城路2弄080801层0102,http://sh.ziroom.com/z/vr/60261694.html
SHZRGY081613180_03,双城路2弄5居室-北卧,合,13.0,5室1厅,装修配置中,1660.0,月,年,01,5,北,无,无,,[宝山淞宝] 3号线水产路,距离3号线水产路站2219米,地铁10分钟;友家4.0 布丁,121.512490;31.400413,宝山双城路2弄080801层0102,http://sh.ziroom.com/z/vr/60261695.html
SHZRGY081613180_05,双城路2弄5居室-西卧,合,9.0,5室1厅,装修配置中,1560.0,月,年,01,5,西,无,无,,[宝山淞宝] 3号线水产路,距离3号线水产路站2219米,地铁10分钟;友家4.0 米苏,121.512490;31.400413,宝山双城路2弄080801层0102,http://sh.ziroom.com/z/vr/60261696.html
SHZRGY081613180_06,双城路2弄5居室-南卧,合,20.9,5室1厅,装修配置中,2290.0,月,年,01,5,南,无,有,,[宝山淞宝] 3号线水产路,距离3号线水产路站2219米,地铁10分钟;独立阳台;友家4.0 木棉,121.512490;31.400413,宝山双城路2弄080801层0102,http://sh.ziroom.com/z/vr/60261697.html
SHZRGY081612883_05,东兰兴城4居室-南卧,合,15.3,4室1厅,装修配置中,2690.0,月,年,01,10,南,无,有,,[闵行古美] 12号线东兰路,距离12号线东兰路站708米,地铁10分钟;独立阳台;友家4.0 木棉,121.390533;31.160720,闵行东兰兴城惠兰苑130惠兰苑13001层0102,http://sh.ziroom.com/z/vr/60260093.html
SHZRGZ071612157_02,三泾北宅小区2居室-东,整,50.65,2室1厅,已下定,6820.0,月,年,01,6,北,无,无,,[长宁中山公园] 2号线中山公园,距离2号线中山公园站318米,地铁10分钟;整租1.0 ,121.421043;31.221526,长宁三泾北宅小区212101层0101,http://sh.ziroom.com/z/vr/60256322.html
SHZRGZ071612157_01,三泾北宅小区2居室-东,整,50.65,2室1厅,已下定,6820.0,月,年,01,6,南,无,有,,[长宁中山公园] 2号线中山公园,距离2号线中山公园站318米,地铁10分钟;独立阳台;整租1.0 ,121.421043;31.221526,长宁三泾北宅小区212101层0101,http://sh.ziroom.com/z/vr/60256321.html
SHBS06122940_03,锦泰苑3居室-南卧,合,13.8,3室1厅,待租中,1630.0,月,年,04,6,南,无,有,,[宝山上大] 7号线上海大学,距离7号线上海大学站708米,地铁10分钟;独立阳台;友家3.0 拿铁,121.388151;31.323158,宝山上大锦泰苑18号楼18单元第04层0401,http://sh.ziroom.com/z/vr/20021855.html
SHZRGY081612983_06,金地自在城（二期）5居室-南卧,合,20.6,5室1厅,装修配置中,1860.0,月,年,06,18,南,无,有,独立供暖,[松江泗泾] 9号线佘山,距离9号线佘山站983米,地铁10分钟;独立阳台;友家4.0 木棉,121.239166;31.119056,松江金地自在城（二期）050506层0602,http://sh.ziroom.com/z/vr/60260581.html
SHZRGY081612983_05,金地自在城（二期）5居室-北卧,合,11.6,5室1厅,装修配置中,1230.0,月,年,06,18,北,无,无,独立供暖,[松江泗泾] 9号线佘山,距离9号线佘山站983米,地铁10分钟;友家4.0 布丁,121.239166;31.119056,松江金地自在城（二期）050506层0602,http://sh.ziroom.com/z/vr/60260580.html
SHZR18695968_02,百鸟苑3居室-北卧,合,8.5,3室1厅,待租中,1360.0,月,年,12,16,北,无,无,,[松江泗泾] 9号线洞泾,距离9号线洞泾站703米,地铁10分钟;友家3.0 木棉,121.240180;31.096374,松江百鸟苑140单元12层1204,http://sh.ziroom.com/z/vr/60020265.html
SHMH76989582_02,上海康城（四期）4居室-北卧,合,12.0,4室1厅,待租中,1690.0,月,年,01,16,北,无,无,,[闵行莘庄],,友家3.0 木棉,121.360222;31.106444,闵行莘庄上海康城三期瀑布湾道35号楼三期瀑布湾道35单元第01层0103,http://sh.ziroom.com/z/vr/20030544.html
SHZR74931662_01,复星花园（行知路635弄）3居室-南卧,合,18.62,3室1厅,待租中,2360.0,月,年,05,6,南,无,有,,[宝山大华] 7号线行知路,距离7号线行知路站1087米,地铁10分钟;独立阳台;友家3.0 拿铁,121.416353;31.289240,宝山大华复星花园行知路50弄08号楼行知路50弄08单元第05层0502,http://sh.ziroom.com/z/vr/60025654.html
SHZR25899806_01,新高苑3居室-南卧,合,14.1,3室1厅,,1890.0,月,年,03,6,南,无,有,,[浦东高行] 12号线金京路,距离12号线金京路站1388米,地铁10分钟;独立阳台;友家3.0 布丁,121.625420;31.297948,浦东高行新高苑高宝路68弄42号楼高宝路68弄42单元第03层0302,http://sh.ziroom.com/z/vr/60011565.html
SHZR00889914_03,阳光威尼斯（三期）3居室-南卧,合,11.7,3室1厅,待租中,1930.0,月,年,16,26,南,无,有,,[普陀真光] 11号线祁连山路,距离11号线祁连山路站1487米,地铁10分钟;独立阳台;友家3.0 布丁,121.374318;31.265358,普陀真光阳光威尼斯（三期）16号楼16单元第16层1604,http://sh.ziroom.com/z/vr/60097991.html
SHZR60620451_03,建德花园百合苑4居室-南卧,合,10.62,4室1厅,,2190.0,月,年,01,6,南,无,无,,[普陀长征] 13号线丰庄,距离13号线丰庄站439米,地铁10分钟;友家3.0 木棉,121.366828;31.245519,普陀长征建德花园百合苑50号楼50单元第01层0101,http://sh.ziroom.com/z/vr/60103411.html
SHZR99326375_03,绿地康桥新苑3居室-南卧,合,16.86,3室1厅,待租中,1890.0,月,年,04,12,南,无,无,,[浦东康桥] 11号线御桥,距离11号线御桥站2351米,地铁10分钟;友家3.0 布丁,121.571294;31.144155,浦东康桥康桥老街37号楼37单元第04层0401,http://sh.ziroom.com/z/vr/60045476.html
SHZR63819643_01,铂庭俱进家园3居室-南卧,合,12.0,3室1厅,待租中,1730.0,月,年,10,20,南,无,无,,[浦东高行] 6号线五洲大道,距离6号线五洲大道站1674米,地铁10分钟;友家3.0 布丁,121.613095;31.304510,浦东高行铂庭俱进家园05号楼05单元第10层1003,http://sh.ziroom.com/z/vr/318889.html
SHPDX72899104_03,和龙新苑3居室-南卧,合,13.2,3室1厅,待租中,1530.0,月,年,01,6,南,无,有,,[浦东外高桥] 6号线港城路,距离6号线港城路站885米,地铁10分钟;独立阳台;友家3.0 木棉,121.573243;31.355681,浦东新区高行和龙新苑42号楼42单元第01层0102,http://sh.ziroom.com/z/vr/20042005.html
SHZR53620678_05,新梅莘苑4居室-南卧,合,13.8,4室1厅,待租中,2290.0,月,年,17,32,南,无,有,,[闵行莘庄] 5号线春申路,距离5号线春申路站609米,地铁10分钟;独立阳台;友家3.0 拿铁,121.394358;31.109125,闵行莘庄新梅莘苑01号楼01单元第17层1704,http://sh.ziroom.com/z/vr/60095448.html
SHYP59306242_01,锦杨苑5居室-南卧,合,14.89,5室1厅,待租中,2360.0,月,年,01,6,南,无,无,,[杨浦东外滩] 12号线江浦公园,距离12号线江浦公园站390米,地铁10分钟;友家3.0 拿铁,121.534123;31.268147,杨浦东外滩锦杨苑26号楼26单元第01层0101,http://sh.ziroom.com/z/vr/20029705.html
SHZR40506376_02,八方小区3居室-南卧,合,13.8,3室1厅,待租中,2360.0,月,年,02,6,南,无,无,,[闸北大宁] 1号线延长路,距离1号线延长路站712米,地铁10分钟;友家3.0 ,121.453664;31.278570,闸北八方小区292902层0201,http://sh.ziroom.com/z/vr/60181903.html
SHZRGZ071612611_01,华秀小区1居室-东,整,39.45,1室1厅,装修配置中,4360.0,月,年,06,6,西南,无,有,,[长宁中山公园] 11号线隆德路,距离11号线隆德路站637米,地铁10分钟;独立阳台;整租1.0 ,121.429883;31.230397,长宁华秀小区787806层0608,http://sh.ziroom.com/z/vr/60258612.html
SHZRGY031611020_01,绿地康桥新苑3居室-南卧,合,12.8,3室1厅,待租中,1630.0,月,年,01,12,南,无,无,,[浦东康桥] 11号线御桥,距离11号线御桥站2351米,地铁10分钟;友家3.0 木棉,121.571294;31.144155,浦东绿地康桥新苑10910901层0102,http://sh.ziroom.com/z/vr/60249599.html
SHZRGY081612096_02,定威小区3居室-南卧,合,12.15,3室1厅,待租中,2890.0,月,年,04,6,南,无,无,,[长宁北新泾] 2号线淞虹路,距离2号线淞虹路站496米,地铁10分钟;友家4.0 木棉,121.360629;31.221199,长宁定威小区373704层0402,http://sh.ziroom.com/z/vr/60256437.html
SHZR90807097_02,名门河滨花园4居室-南卧,合,11.7,4室1厅,待租中,3160.0,月,年,10,21,南,无,无,,[浦东洋泾] 6号线北洋泾路,距离6号线北洋泾路站560米,地铁10分钟;友家3.0 布丁,121.559487;31.250991,浦东洋泾名门河滨花园02号楼02单元第10层1001,http://sh.ziroom.com/z/vr/60082577.html
SHZR28367814_01,保利西子湾1居室-南,整,59.7,1室1厅,待租中,3560.0,月,年,18,18,南,无,无,独立供暖,[松江松江大学城] 9号线松江大学城,距离9号线松江大学城站648米,地铁10分钟;布丁,121.241032;31.066142,松江松江大学城保利西子湾146号楼146单元第18层1802,http://sh.ziroom.com/z/vr/60077531.html
SHZR85702995_02,桃源新村3居室-南卧,合,9.0,3室1厅,待租中,2930.0,月,年,05,7,南,无,无,,[黄浦老西门] 8号线大世界,距离8号线大世界站236米,地铁10分钟;友家3.0 木棉,121.488360;31.231278,黄浦人民广场桃源新村05号楼05单元第05层0504,http://sh.ziroom.com/z/vr/60129671.html
SHZB77502742_02,阳城花园4居室-南卧,合,10.9,4室1厅,待租中,2030.0,月,年,04,7,南,无,无,,[闸北阳城] 7号线行知路,距离7号线行知路站315米,地铁10分钟;友家3.0 木棉,121.432457;31.290413,闸北阳城阳城花园19号楼19单元第04层0402,http://sh.ziroom.com/z/vr/20008935.html
SHZR29764724_03,上南花苑4居室-北卧,合,11.03,4室1厅,待租中,2290.0,月,年,03,6,北,无,无,,[浦东世博] 7号线云台路,距离7号线云台路站341米,地铁10分钟;友家3.0 ,121.510430;31.185708,浦东上南花苑云莲路101弄04云莲路101弄0403层0301,http://sh.ziroom.com/z/vr/60167504.html
SHPDX41613353_03,三林世博家园（大道站路94弄）3居室-北卧,合,12.0,3室1厅,待租中,1730.0,月,年,04,6,北,无,无,,[浦东三林] 11号线浦三路,距离11号线浦三路站842米,地铁10分钟;友家3.0 木棉,121.544263;31.165126,浦东新区三林三林世博家园（大道站路94弄）256号楼256单元第04层0402,http://sh.ziroom.com/z/vr/20013393.html
SHZR92898416_01,双秀西园3居室-南卧,合,16.0,3室1厅,待租中,1630.0,月,年,02,11,南,无,无,,[浦东康桥],,友家3.0 木棉,121.568576;31.126792,浦东周浦双秀西园梓康路580弄95号楼梓康路580弄95单元第02层0202,http://sh.ziroom.com/z/vr/60086722.html
SHZRGY031606164_05,汇丰佳苑6居室-南卧,合,13.3,6室1厅,待租中,2130.0,月,年,06,6,南,无,无,,[嘉定丰庄] 13号线丰庄,,地铁10分钟;友家3.0 木棉,121.369664;31.254349,嘉定汇丰佳苑030306层0602,http://sh.ziroom.com/z/vr/60224241.html
SHZRGY031612286_01,川杨新苑（四期）3居室-南卧,合,14.3,3室1厅,待租中,2130.0,月,年,13,14,南,无,无,中央空调,[浦东张江],,友家3.0 木棉,121.644142;31.195184,浦东川杨新苑（四期）585813层1302,http://sh.ziroom.com/z/vr/60256610.html
SHZRGY081608331_03,新凯城紫荆苑3居室-北卧,合,7.0,3室1厅,装修配置中,1390.0,月,年,18,18,北,无,无,,[松江泗泾] 9号线佘山,距离9号线佘山站1528米,地铁10分钟;友家3.0 木棉,121.249278;31.118797,松江新凯城紫荆苑070718层1804,http://sh.ziroom.com/z/vr/60246271.html
SHZRGY081608331_02,新凯城紫荆苑3居室-南卧,合,7.0,3室1厅,装修配置中,1490.0,月,年,18,18,南,无,无,,[松江泗泾] 9号线佘山,距离9号线佘山站1528米,地铁10分钟;友家3.0 木棉,121.249278;31.118797,松江新凯城紫荆苑070718层1804,http://sh.ziroom.com/z/vr/60246270.html
SHZR86301674_03,美丽星城3居室-南卧,合,14.55,3室1厅,待租中,2130.0,月,年,04,10,南,无,有,,[松江九亭] 9号线九亭,距离9号线九亭站800米,地铁10分钟;独立阳台;友家3.0 木棉,121.333581;31.140373,松江九亭美丽星城08号楼08单元第04层0401,http://sh.ziroom.com/z/vr/60056724.html
SHCN75399490_03,清池苑4居室-北卧,合,14.9,4室1厅,待租中,2390.0,月,年,05,0,北,无,无,,[长宁北新泾] 2号线淞虹路,距离2号线淞虹路站764米,地铁10分钟;友家3.0 木棉,121.373782;31.227856,长宁清池苑清池路110弄010单元05层0501,http://sh.ziroom.com/z/vr/20034010.html
SHZRGY031610188_01,金沁苑3居室-南卧,合,11.8,3室1厅,已下定,1490.0,月,年,18,18,南,无,有,,[浦东航头] 16号线鹤沙航城,,地铁10分钟;独立阳台;友家3.0 布丁,121.595102;31.087286,浦东金沁苑鹤沙路201弄33鹤沙路201弄3318层1802,http://sh.ziroom.com/z/vr/60244693.html
SHZRGZ071612719_01,临沂七村2居室-东,整,51.72,2室1厅,装修配置中,5280.0,月,年,04,6,南,无,有,,[浦东南码头] 6号线临沂新村,距离6号线临沂新村站400米,地铁10分钟;独立阳台;整租1.0 ,121.520758;31.201420,浦东临沂七村临沂路101弄45临沂路101弄4504层0404,http://sh.ziroom.com/z/vr/60260125.html
SHZRGZ071612915_01,柳营路1025弄1居室-南,整,30.84,1室1厅,装修配置中,3960.0,月,年,05,6,南,有,有,,[闸北大宁] 1号线中山北路,距离1号线中山北路站794米,地铁10分钟;独卫;独立阳台;整租1.0 ,121.457259;31.267592,闸北柳营路1025弄444405层0503,http://sh.ziroom.com/z/vr/60260124.html
SHZR31260676_02,泰辰沙河茗苑3居室-北卧,合,8.4,3室1厅,,1830.0,月,年,01,11,北,无,无,,[嘉定江桥] 13号线金运路,距离13号线金运路站686米,地铁10分钟;友家3.0 木棉,121.328494;31.240972,嘉定江桥泰辰沙河茗苑31号楼31单元第01层0101,http://sh.ziroom.com/z/vr/60047058.html
SHSJ57223549_01,国亭花苑4居室-南卧,合,15.3,4室1厅,待租中,1990.0,月,年,05,7,南,无,无,,[松江九亭] 9号线九亭,距离9号线九亭站1406米,地铁10分钟;友家3.0 布丁,121.338394;31.136687,松江九亭国亭花苑九亭大街403弄22号楼九亭大街403弄22单元第05层0501,http://sh.ziroom.com/z/vr/20039688.html
SHZR16694571_01,住友公寓3居室-西卧,合,13.6,3室1厅,待租中,2890.0,月,年,07,29,西,无,有,,[徐汇万体馆] 11号线上海游泳馆,距离11号线上海游泳馆站391米,地铁10分钟;独立阳台;友家4.0 ,121.449976;31.181851,徐汇住友公寓020207层0707,http://sh.ziroom.com/z/vr/60169863.html
SHZRGY081611684_01,柳州路374弄3居室-南卧,合,16.1,3室1厅,装修配置中,2730.0,月,年,05,5,南,无,无,,[徐汇田林] 9号线桂林路,距离9号线桂林路站713米,地铁10分钟;友家4.0 拿铁,121.429378;31.175843,徐汇柳州路374弄101005层0502,http://sh.ziroom.com/z/vr/60253575.html
SHZRGY081611684_02,柳州路374弄3居室-南卧,合,16.3,3室1厅,装修配置中,2860.0,月,年,05,5,南,无,有,,[徐汇田林] 9号线桂林路,距离9号线桂林路站713米,地铁10分钟;独立阳台;友家4.0 木棉,121.429378;31.175843,徐汇柳州路374弄101005层0502,http://sh.ziroom.com/z/vr/60253576.html
SHZRGY081611684_03,柳州路374弄3居室-南卧,合,12.1,3室1厅,装修配置中,2760.0,月,年,05,5,南,无,有,,[徐汇田林] 9号线桂林路,距离9号线桂林路站713米,地铁10分钟;独立阳台;友家4.0 布丁,121.429378;31.175843,徐汇柳州路374弄101005层0502,http://sh.ziroom.com/z/vr/60253577.html
SHZRGY081612557_03,大木桥路450弄3居室-南卧,合,9.0,3室1厅,装修配置中,2630.0,月,年,02,6,南,无,无,,[徐汇斜土路] 4号线大木桥路,距离4号线大木桥路站252米,地铁10分钟;友家4.0 木棉,121.468170;31.202207,徐汇大木桥路450弄121202层0205,http://sh.ziroom.com/z/vr/60258548.html
SHZRGY031612399_02,孙桥花苑3居室-南卧,合,13.3,3室1厅,待租中,1960.0,月,年,04,6,南,无,无,,[浦东张江],,友家3.0 木棉,121.636111;31.184735,浦东孙桥花苑212104层0401,http://sh.ziroom.com/z/vr/60257679.html
